"","subject","time","outcome","y","cluster"
"111",3,9.68343438615557,1,21.3230125384851,1
"112",3,9.68343438615557,2,7.15576237625317,1
"113",3,9.68343438615557,3,13.6284784049861,1
"114",3,9.68343438615557,4,12.2667613219999,1
"115",3,9.68343438615557,5,-7.10702454633843,1
"116",4,0,1,0.221241638748078,1
"117",4,0,2,-10.6097754309272,1
"118",4,0,3,-11.6295301019984,1
"119",4,0,4,-5.01199860018137,1
"120",4,0,5,-6.92982024142895,1
"121",4,0.567034830455668,1,6.35470558367514,1
"122",4,0.567034830455668,2,1.90707587901919,1
"123",4,0.567034830455668,3,-5.91621671801558,1
"124",4,0.567034830455668,4,2.38264542412735,1
"125",4,0.567034830455668,5,-1.21367011976294,1
"126",4,0.779322325019166,1,6.11284172859195,1
"127",4,0.779322325019166,2,-1.35778514804807,1
"128",4,0.779322325019166,3,-1.9852365482652,1
"129",4,0.779322325019166,4,4.71155857905781,1
"130",4,0.779322325019166,5,1.99469647898368,1
"131",4,7.97314271982759,1,23.5310875664701,1
"132",4,7.97314271982759,2,11.6132669788388,1
"133",4,7.97314271982759,3,11.5010690185647,1
"134",4,7.97314271982759,4,4.6216997778809,1
"135",4,7.97314271982759,5,-9.20321162554536,1
"136",4,9.37892232532613,1,19.3884836377673,1
"137",4,9.37892232532613,2,7.98142727175188,1
"138",4,9.37892232532613,3,11.3511944395703,1
"139",4,9.37892232532613,4,5.07559910036895,1
"140",4,9.37892232532613,5,-8.97905721079057,1
"141",5,0,1,4.26745679273201,1
"142",5,0,2,-0.33675643953903,1
"143",5,0,3,-12.7712445190592,1
"144",5,0,4,-1.06886698416525,1
"145",5,0,5,-2.1065324904745,1
"146",5,1.34891934075858,1,13.502457948032,1
"147",5,1.34891934075858,2,2.70055623000271,1
"148",5,1.34891934075858,3,-6.40916694745458,1
"149",5,1.34891934075858,4,-5.24774610970399,1
"150",5,1.34891934075858,5,-6.54397844906567,1
"151",5,1.64850909123197,1,16.0861287530613,1
"152",5,1.64850909123197,2,4.43194493069915,1
"153",5,1.64850909123197,3,3.99517325712296,1
"154",5,1.64850909123197,4,-2.03715657402335,1
"155",5,1.64850909123197,5,-3.18308791250276,1
"156",5,1.73569938866422,1,16.7573828250078,1
"157",5,1.73569938866422,2,0.758984037210901,1
"158",5,1.73569938866422,3,-2.68015941366428,1
"159",5,1.73569938866422,4,-6.68311824601333,1
"160",5,1.73569938866422,5,-5.07674929162346,1
"161",5,3.85420844506007,1,23.0205038954173,1
"162",5,3.85420844506007,2,5.75958335950757,1
"163",5,3.85420844506007,3,7.84666234687667,1
"164",5,3.85420844506007,4,-4.04763353629374,1
"165",5,3.85420844506007,5,-4.11162269346967,1
"166",5,4.47243559465278,1,22.4121751074292,1
"167",5,4.47243559465278,2,6.13943406691328,1
"168",5,4.47243559465278,3,11.4826489696964,1
"169",5,4.47243559465278,4,-6.10754014733957,1
"170",5,4.47243559465278,5,-7.24375731988567,1
"171",5,7.59954625205137,1,30.3854756722091,1
"172",5,7.59954625205137,2,11.6011326026161,1
"173",5,7.59954625205137,3,23.3598804388963,1
"174",5,7.59954625205137,4,4.08445446388339,1
"175",5,7.59954625205137,5,-4.09411411155377,1
"176",5,10.6076346063055,1,20.6452654105452,1
"177",5,10.6076346063055,2,9.53953636101797,1
"178",5,10.6076346063055,3,10.5869411999404,1
"179",5,10.6076346063055,4,4.64305719278614,1
"180",5,10.6076346063055,5,-6.42048400297166,1
"181",6,0,1,-6.41948509876904,1
"182",6,0,2,-15.4239903832793,1
"183",6,0,3,-19.0998426424016,1
"184",6,0,4,-5.57820513350519,1
"185",6,0,5,-0.40874267207805,1
"186",6,1.71958611754235,1,5.89522692591653,1
"187",6,1.71958611754235,2,-4.19197063848577,1
"188",6,1.71958611754235,3,-5.7068691775973,1
"189",6,1.71958611754235,4,-7.25870815554673,1
"190",6,1.71958611754235,5,-5.89899410424828,1
"191",6,2.21284655213822,1,14.5851244502331,1
"192",6,2.21284655213822,2,-6.02689558482977,1
"193",6,2.21284655213822,3,4.02100763778616,1
"194",6,2.21284655213822,4,-2.82448778360888,1
"195",6,2.21284655213822,5,0.732727771575648,1
"196",6,4.14100278099068,1,20.1484156677,1
"197",6,4.14100278099068,2,-2.41654819226705,1
"198",6,4.14100278099068,3,6.42054396963066,1
"199",6,4.14100278099068,4,3.69465323475091,1
"200",6,4.14100278099068,5,-4.83984494627931,1
"201",6,5.26127504988108,1,25.2310499410008,1
"202",6,5.26127504988108,2,-1.58938116785466,1
"203",6,5.26127504988108,3,8.14879956134243,1
"204",6,5.26127504988108,4,2.54445847868273,1
"205",6,5.26127504988108,5,-3.80162942728726,1
"206",6,6.64366936380975,1,26.3038638935446,1
"207",6,6.64366936380975,2,2.3647044528943,1
"208",6,6.64366936380975,3,12.9676386152876,1
"209",6,6.64366936380975,4,7.57071664300269,1
"210",6,6.64366936380975,5,-8.82356274957098,1
"211",6,7.89706630841829,1,23.6964482856024,1
"212",6,7.89706630841829,2,3.52322871862965,1
"213",6,7.89706630841829,3,20.6049187614264,1
"214",6,7.89706630841829,4,9.2096699386077,1
"215",6,7.89706630841829,5,-9.18174768161577,1
"216",6,8.57251768116839,1,21.8733443922748,1
"217",6,8.57251768116839,2,5.91601478194836,1
"218",6,8.57251768116839,3,14.5497676718415,1
"219",6,8.57251768116839,4,4.12910881364747,1
"220",6,8.57251768116839,5,-8.45890748739784,1
"221",6,10.2215295729693,1,21.8610545316955,1
"222",6,10.2215295729693,2,7.59899002253765,1
"223",6,10.2215295729693,3,10.2498706956196,1
"224",6,10.2215295729693,4,16.1967219720447,1
"225",6,10.2215295729693,5,-5.64829917903435,1
"226",6,10.4325330996653,1,20.4777396801345,1
"227",6,10.4325330996653,2,6.41291060219164,1
"228",6,10.4325330996653,3,8.01776355592222,1
"229",6,10.4325330996653,4,11.5450889341596,1
"230",6,10.4325330996653,5,-3.34080208301613,1
"231",7,0,1,-0.602522048098405,1
"232",7,0,2,-2.47366548847939,1
"233",7,0,3,-5.99876115681818,1
"234",7,0,4,-4.51446478470968,1
"235",7,0,5,-7.67993580295184,1
"236",7,3.99627969006542,1,17.6849739729664,1
"237",7,3.99627969006542,2,-1.38475066935689,1
"238",7,3.99627969006542,3,10.2891868753652,1
"239",7,3.99627969006542,4,2.9513909679075,1
"240",7,3.99627969006542,5,-11.7962808483585,1
"241",7,5.42441273608711,1,16.7925903229353,1
"242",7,5.42441273608711,2,0.593549667228336,1
"243",7,5.42441273608711,3,10.7568669109245,1
"244",7,5.42441273608711,4,4.29020818521855,1
"245",7,5.42441273608711,5,-12.3191370418666,1
"246",7,10.6371519616805,1,7.31447052474993,1
"247",7,10.6371519616805,2,2.45244386727854,1
"248",7,10.6371519616805,3,1.94931060183678,1
"249",7,10.6371519616805,4,3.28690678806434,1
"250",7,10.6371519616805,5,-25.4236939938947,1
"251",8,0,1,-7.05277423182812,1
"252",8,0,2,-7.27167774251637,1
"253",8,0,3,-9.46651578984987,1
"254",8,0,4,-2.91057134587821,1
"255",8,0,5,-7.11740661510268,1
"256",8,1.50562521093525,1,-0.366589362295684,1
"257",8,1.50562521093525,2,0.582751510111035,1
"258",8,1.50562521093525,3,-0.681837419815277,1
"259",8,1.50562521093525,4,3.37776685051143,1
"260",8,1.50562521093525,5,0.0203144515637144,1
"261",8,4.04533167043701,1,12.1943376775508,1
"262",8,4.04533167043701,2,5.78763303498612,1
"263",8,4.04533167043701,3,2.67849375555741,1
"264",8,4.04533167043701,4,5.16571869925277,1
"265",8,4.04533167043701,5,-8.16335755758828,1
"266",8,7.87054768542293,1,12.7884975590852,1
"267",8,7.87054768542293,2,0.656367399289408,1
"268",8,7.87054768542293,3,7.70348958152165,1
"269",8,7.87054768542293,4,5.49802438811281,1
"270",8,7.87054768542293,5,-15.0073337597316,1
"271",8,8.04592614236753,1,17.5348984136398,1
"272",8,8.04592614236753,2,-3.49365210808633,1
"273",8,8.04592614236753,3,2.41946674195059,1
"274",8,8.04592614236753,4,0.707374966614031,1
"275",8,8.04592614236753,5,-16.5019411063194,1
"276",9,0,1,-8.654964403793,1
"277",9,0,2,-5.23465218722959,1
"278",9,0,3,-11.248422196629,1
"279",9,0,4,0.822520712478875,1
"280",9,0,5,1.99672284873847,1
"281",9,1.0227967487881,1,7.39877749925902,1
"282",9,1.0227967487881,2,-5.24012788493397,1
"283",9,1.0227967487881,3,-1.5737353602736,1
"284",9,1.0227967487881,4,4.41103530329808,1
"285",9,1.0227967487881,5,5.98811758080283,1
"286",9,2.96152648970019,1,15.9259519406147,1
"287",9,2.96152648970019,2,4.26768811685591,1
"288",9,2.96152648970019,3,8.0287063698334,1
"289",9,2.96152648970019,4,3.08933033252116,1
"290",9,2.96152648970019,5,3.77765050554528,1
"291",9,3.80620974861085,1,28.4571754038466,1
"292",9,3.80620974861085,2,0.130267243132956,1
"293",9,3.80620974861085,3,4.96435944517585,1
"294",9,3.80620974861085,4,9.00632618507275,1
"295",9,3.80620974861085,5,1.24440398495997,1
"296",9,3.95834005798679,1,19.7951508469787,1
"297",9,3.95834005798679,2,-1.00069394804875,1
"298",9,3.95834005798679,3,3.32807540015581,1
"299",9,3.95834005798679,4,2.66193164115377,1
"300",9,3.95834005798679,5,-2.91903569675444,1
"301",9,5.14245722570922,1,20.6553364432255,1
"302",9,5.14245722570922,2,-3.52850876965956,1
"303",9,5.14245722570922,3,8.93624527003201,1
"304",9,5.14245722570922,4,-2.23876877151132,1
"305",9,5.14245722570922,5,-4.46093168338564,1
"306",9,5.71613369730767,1,17.8275583502269,1
"307",9,5.71613369730767,2,-4.26301255410461,1
"308",9,5.71613369730767,3,9.75629947008753,1
"309",9,5.71613369730767,4,1.97187481691343,1
"310",9,5.71613369730767,5,-14.9216450289053,1
"311",9,6.32334566896316,1,39.0534322939453,1
"312",9,6.32334566896316,2,10.4411945432492,1
"313",9,6.32334566896316,3,22.877853535513,1
"314",9,6.32334566896316,4,15.9004453765311,1
"315",9,6.32334566896316,5,3.70114252891427,1
"316",9,9.66853293427266,1,21.2921700974666,1
"317",9,9.66853293427266,2,5.10941816485457,1
"318",9,9.66853293427266,3,9.71942844538691,1
"319",9,9.66853293427266,4,16.6719265192651,1
"320",9,9.66853293427266,5,-6.85150421918468,1
"321",9,10.9049568431219,1,3.9785857132908,1
"322",9,10.9049568431219,2,-10.2290655038391,1
"323",9,10.9049568431219,3,-0.21730064212823,1
"324",9,10.9049568431219,4,-1.15009052380483,1
"325",9,10.9049568431219,5,-19.2886299033593,1
"326",10,0,1,5.44810345844751,1
"327",10,0,2,11.0622202659869,1
"328",10,0,3,-8.72334424287866,1
"329",10,0,4,-1.38622525113221,1
"330",10,0,5,6.099040784766,1
"331",10,0.573006148915738,1,5.59042841390792,1
"332",10,0.573006148915738,2,-0.774502241278913,1
"333",10,0.573006148915738,3,-7.00545936231391,1
"334",10,0.573006148915738,4,-4.18267357106453,1
"335",10,0.573006148915738,5,0.496013096364998,1
"336",10,1.49974630295765,1,7.70170326652696,1
"337",10,1.49974630295765,2,1.29774074029865,1
"338",10,1.49974630295765,3,-6.41046790276472,1
"339",10,1.49974630295765,4,-12.7079162217134,1
"340",10,1.49974630295765,5,-8.08226550356609,1
"341",10,5.75315607222728,1,23.3598243781895,1
"342",10,5.75315607222728,2,10.8473672302545,1
"343",10,5.75315607222728,3,8.75918062049161,1
"344",10,5.75315607222728,4,1.33110475391975,1
"345",10,5.75315607222728,5,-4.77093624522449,1
"346",10,7.63236972934101,1,30.3492807255214,1
"347",10,7.63236972934101,2,11.6073853289556,1
"348",10,7.63236972934101,3,15.9172720924371,1
"349",10,7.63236972934101,4,1.63561164378924,1
"350",10,7.63236972934101,5,-5.04572762667335,1
"351",10,8.69793928065337,1,29.4717973830291,1
"352",10,8.69793928065337,2,12.394071346131,1
"353",10,8.69793928065337,3,15.4528766392218,1
"354",10,8.69793928065337,4,3.37227225096455,1
"355",10,8.69793928065337,5,-3.67439049898924,1
"356",11,0,1,0.922843260627278,1
"357",11,0,2,3.16816310647161,1
"358",11,0,3,-11.5983909950699,1
"359",11,0,4,-0.483867077392113,1
"360",11,0,5,0.707878704407382,1
"361",11,1.73257727362216,1,12.1217909617515,1
"362",11,1.73257727362216,2,3.46540225715192,1
"363",11,1.73257727362216,3,5.40320107841893,1
"364",11,1.73257727362216,4,6.70842293710883,1
"365",11,1.73257727362216,5,-1.2278986478038,1
"366",11,3.16866027854849,1,22.0810294412274,1
"367",11,3.16866027854849,2,1.56662585966457,1
"368",11,3.16866027854849,3,6.17485953656553,1
"369",11,3.16866027854849,4,6.50175552403603,1
"370",11,3.16866027854849,5,-4.03555420764054,1
"371",11,4.86328879592475,1,19.61292516679,1
"372",11,4.86328879592475,2,0.832436560717707,1
"373",11,4.86328879592475,3,2.45483955304151,1
"374",11,4.86328879592475,4,3.84097223015852,1
"375",11,4.86328879592475,5,-8.39097399341724,1
"376",11,4.94574303901754,1,25.1152477596379,1
"377",11,4.94574303901754,2,2.11678410333391,1
"378",11,4.94574303901754,3,6.4666567426697,1
"379",11,4.94574303901754,4,1.2682632213369,1
"380",11,4.94574303901754,5,-11.5720614271285,1
"381",11,8.01126899663359,1,24.0036231487142,1
"382",11,8.01126899663359,2,10.274769609547,1
"383",11,8.01126899663359,3,10.9407313997546,1
"384",11,8.01126899663359,4,13.0070218645637,1
"385",11,8.01126899663359,5,-2.20086709464433,1
"386",11,8.54558187373914,1,22.0054888060859,1
"387",11,8.54558187373914,2,6.69039959202097,1
"388",11,8.54558187373914,3,11.7205072604161,1
"389",11,8.54558187373914,4,3.03127646231823,1
"390",11,8.54558187373914,5,-12.6577773317615,1
"391",12,0,1,1.87341713645751,1
"392",12,0,2,1.18817191773612,1
"393",12,0,3,-6.18325318884431,1
"394",12,0,4,-1.33251705057357,1
"395",12,0,5,4.69117776702431,1
"396",12,1.29351249930914,1,8.6545232829177,1
"397",12,1.29351249930914,2,-2.1281881271227,1
"398",12,1.29351249930914,3,4.02537837228595,1
"399",12,1.29351249930914,4,-0.603846288517793,1
"400",12,1.29351249930914,5,-1.82433335509224,1
"401",12,2.91419068688992,1,22.2280718090008,1
"402",12,2.91419068688992,2,8.10945056298506,1
"403",12,2.91419068688992,3,9.76813091345945,1
"404",12,2.91419068688992,4,5.95768117068059,1
"405",12,2.91419068688992,5,6.28579209462774,1
"406",12,6.9405712087173,1,33.1537641870126,1
"407",12,6.9405712087173,2,6.17139151880993,1
"408",12,6.9405712087173,3,23.5151468562293,1
"409",12,6.9405712087173,4,5.25702887480027,1
"410",12,6.9405712087173,5,0.648370276804962,1
"411",12,7.71858072013129,1,23.693561647248,1
"412",12,7.71858072013129,2,7.37322923436536,1
"413",12,7.71858072013129,3,21.0869046915225,1
"414",12,7.71858072013129,4,10.6072529372612,1
"415",12,7.71858072013129,5,-2.95542186142128,1
"416",12,9.26526602264494,1,23.6033026402382,1
"417",12,9.26526602264494,2,10.219503181892,1
"418",12,9.26526602264494,3,18.8463059978196,1
"419",12,9.26526602264494,4,7.05490551914823,1
"420",12,9.26526602264494,5,-3.84656895954957,1
"421",12,9.48795589874499,1,12.7030869954997,1
"422",12,9.48795589874499,2,-4.6536587301964,1
"423",12,9.48795589874499,3,1.21039199267195,1
"424",12,9.48795589874499,4,-7.47077154221874,1
"425",12,9.48795589874499,5,-21.8385440900719,1
"426",12,9.54996273352299,1,27.06466047869,1
"427",12,9.54996273352299,2,11.3223027963553,1
"428",12,9.54996273352299,3,18.0629839755614,1
"429",12,9.54996273352299,4,9.97667247081553,1
"430",12,9.54996273352299,5,-7.7088342980819,1
"431",12,10.9324761249591,1,7.92033682377736,1
"432",12,10.9324761249591,2,7.38978104771696,1
"433",12,10.9324761249591,3,5.77441007291765,1
"434",12,10.9324761249591,4,4.37028625259059,1
"435",12,10.9324761249591,5,-16.906389672558,1
"436",13,0,1,1.44214241701642,1
"437",13,0,2,0.0754952015116133,1
"438",13,0,3,-13.2448091448516,1
"439",13,0,4,-5.11047627137508,1
"440",13,0,5,3.33928944731753,1
"441",13,4.5952374645276,1,27.9518021951665,1
"442",13,4.5952374645276,2,8.84281513422073,1
"443",13,4.5952374645276,3,9.19587368238448,1
"444",13,4.5952374645276,4,5.99401656427496,1
"445",13,4.5952374645276,5,-2.63077498947065,1
"446",13,4.99927222169936,1,22.938836463679,1
"447",13,4.99927222169936,2,5.32736963868496,1
"448",13,4.99927222169936,3,5.00946743057805,1
"449",13,4.99927222169936,4,3.10148681126608,1
"450",13,4.99927222169936,5,-11.5596063610047,1
"451",13,7.7598026136402,1,21.6479405451622,1
"452",13,7.7598026136402,2,-0.0723041073338117,1
"453",13,7.7598026136402,3,2.99393272529201,1
"454",13,7.7598026136402,4,-1.58923308969479,1
"455",13,7.7598026136402,5,-11.032236484971,1
"456",13,10.5052537564188,1,12.3257046450558,1
"457",13,10.5052537564188,2,-2.73891068659983,1
"458",13,10.5052537564188,3,-3.26849659815583,1
"459",13,10.5052537564188,4,-1.29350948504323,1
"460",13,10.5052537564188,5,-22.5557371180103,1
"461",13,10.9023867315846,1,2.70479310531315,1
"462",13,10.9023867315846,2,-7.19365622950654,1
"463",13,10.9023867315846,3,-11.6241503269644,1
"464",13,10.9023867315846,4,-8.77898417128135,1
"465",13,10.9023867315846,5,-25.5794579202507,1
"466",14,0,1,-10.1350896060551,1
"467",14,0,2,-18.0211704255784,1
"468",14,0,3,-22.7750736735768,1
"469",14,0,4,-1.98359432657346,1
"470",14,0,5,4.48671561541258,1
"471",14,5.11458906496409,1,19.3260412414216,1
"472",14,5.11458906496409,2,-4.09948655996048,1
"473",14,5.11458906496409,3,5.41007815890198,1
"474",14,5.11458906496409,4,3.66557243812884,1
"475",14,5.11458906496409,5,-1.2115236051482,1
"476",14,5.84033634874504,1,15.2255551087076,1
"477",14,5.84033634874504,2,-4.10503305449589,1
"478",14,5.84033634874504,3,10.3237531574315,1
"479",14,5.84033634874504,4,3.06007906319551,1
"480",14,5.84033634874504,5,-8.20890497298335,1
"481",14,6.37421342730522,1,24.6892198064533,1
"482",14,6.37421342730522,2,-3.241532068756,1
"483",14,6.37421342730522,3,11.5309933645142,1
"484",14,6.37421342730522,4,3.45030035464127,1
"485",14,6.37421342730522,5,-8.65565949717945,1
"486",14,7.22728393983562,1,19.9052920319656,1
"487",14,7.22728393983562,2,-4.43248539699109,1
"488",14,7.22728393983562,3,16.9025084346646,1
"489",14,7.22728393983562,4,7.11846573209448,1
"490",14,7.22728393983562,5,-6.1105346585031,1
"491",15,0,1,6.74388532098603,1
"492",15,0,2,0.291459879392594,1
"493",15,0,3,-4.8168436733951,1
"494",15,0,4,-2.85653229149872,1
"495",15,0,5,5.51461989555357,1
"496",15,1.21250051492825,1,0.835410245196133,1
"497",15,1.21250051492825,2,-3.35966003844191,1
"498",15,1.21250051492825,3,-5.33866039470476,1
"499",15,1.21250051492825,4,-3.11547015321645,1
"500",15,1.21250051492825,5,3.93370610457034,1
"501",15,1.31444201653358,1,5.54499864460212,1
"502",15,1.31444201653358,2,2.49805527842121,1
"503",15,1.31444201653358,3,-3.58462329475576,1
"504",15,1.31444201653358,4,-0.99541056973282,1
"505",15,1.31444201653358,5,5.80279775037726,1
"506",15,5.17254401545506,1,28.0795757959998,1
"507",15,5.17254401545506,2,-1.00048536881487,1
"508",15,5.17254401545506,3,7.48322130679104,1
"509",15,5.17254401545506,4,-1.50712536059866,1
"510",15,5.17254401545506,5,2.57115052749521,1
"511",15,5.9076223205775,1,37.3755936661241,1
"512",15,5.9076223205775,2,8.77615470427495,1
"513",15,5.9076223205775,3,19.0235698163905,1
"514",15,5.9076223205775,4,3.341008559055,1
"515",15,5.9076223205775,5,2.63384630846226,1
"516",15,7.62062715867069,1,39.137685331789,1
"517",15,7.62062715867069,2,20.5115266380567,1
"518",15,7.62062715867069,3,28.5267336533495,1
"519",15,7.62062715867069,4,12.3210535176512,1
"520",15,7.62062715867069,5,8.93367010622568,1
"521",15,7.80203782720491,1,23.7392886146224,1
"522",15,7.80203782720491,2,2.05980577194486,1
"523",15,7.80203782720491,3,19.9572632725116,1
"524",15,7.80203782720491,4,4.67327555152688,1
"525",15,7.80203782720491,5,-1.55072822583262,1
"526",15,8.18829107424244,1,31.1640263664906,1
"527",15,8.18829107424244,2,7.98840603088845,1
"528",15,8.18829107424244,3,12.8310500392418,1
"529",15,8.18829107424244,4,2.84998442666257,1
"530",15,8.18829107424244,5,-3.87929244904725,1
"531",16,0,1,1.52398452081116,1
"532",16,0,2,5.64179561336345,1
"533",16,0,3,-7.16719845287521,1
"534",16,0,4,4.53384918472978,1
"535",16,0,5,-3.97535716928068,1
"536",16,0.878402397152968,1,4.44316718970205,1
"537",16,0.878402397152968,2,5.99106237809198,1
"538",16,0.878402397152968,3,3.31369873446156,1
"539",16,0.878402397152968,4,3.34844187274858,1
"540",16,0.878402397152968,5,-3.67940451284528,1
"541",16,6.19709088630043,1,22.9019485171481,1
"542",16,6.19709088630043,2,5.34899073558575,1
"543",16,6.19709088630043,3,12.6202534231424,1
"544",16,6.19709088630043,4,0.403321811233035,1
"545",16,6.19709088630043,5,-14.8797811989291,1
"546",16,7.78176572744269,1,32.767593298867,1
"547",16,7.78176572744269,2,20.7819122115526,1
"548",16,7.78176572744269,3,26.2506399514726,1
"549",16,7.78176572744269,4,13.0539010386553,1
"550",16,7.78176572744269,5,-2.62788107684313,1
"551",17,0,1,-8.55586675484898,1
"552",17,0,2,4.43097557362185,1
"553",17,0,3,-6.16490076024854,1
"554",17,0,4,5.06779400450845,1
"555",17,0,5,9.06665833783231,1
"556",17,1.41000257676933,1,6.65976893980929,1
"557",17,1.41000257676933,2,-0.244037887098023,1
"558",17,1.41000257676933,3,-3.50779330984974,1
"559",17,1.41000257676933,4,6.76805580264339,1
"560",17,1.41000257676933,5,3.35039715058427,1
"561",17,5.32336644513998,1,22.8644442294059,1
"562",17,5.32336644513998,2,9.6514318571826,1
"563",17,5.32336644513998,3,16.6189407719005,1
"564",17,5.32336644513998,4,4.904153217416,1
"565",17,5.32336644513998,5,-3.76309370644759,1
"566",17,9.27750202128664,1,11.7958023302953,1
"567",17,9.27750202128664,2,8.83046208062623,1
"568",17,9.27750202128664,3,5.77345022705161,1
"569",17,9.27750202128664,4,7.75663866847652,1
"570",17,9.27750202128664,5,-6.21860661672196,1
"571",17,9.85511822800618,1,13.3127445599192,1
